timestamp,signal_value
832,192
833,195
834,198
835,201
836,204
837,207
838,210
839,213
840,216
841,219
842,222
843,225
844,228
845,231
846,234
847,237
848,240
849,243
850,100
851,100
852,100
853,100
854,100
855,100
856,100
857,100
858,100
859,100
860,100
861,100
862,100
863,100
864,100
865,100
866,100
867,100
868,100
869,100
870,100
871,100
872,100
873,100
874,100
875,65
876,68
877,71
878,74
879,77
880,80
881,83
882,86
883,89
884,92
885,95
886,98
887,101
888,104
889,107
890,110
891,113
892,116
893,119
894,122
895,125
896,128
897,131
898,134
899,137
900,100
901,100
902,100
903,100
904,100
905,100
906,100
907,100
908,100
909,100
910,100
911,100
912,100
913,100
914,100
915,100
916,100
917,100
918,100
919,100
920,100
921,100
922,100
923,100
924,100
925,215
926,218
927,221
928,224
929,227
930,230
931,233
932,236
933,239
934,242
935,245
936,248
937,251
938,254
939,1
940,4
941,7
942,10
943,13
944,16
945,19
946,22
947,25
948,28
949,31
950,100
951,100
952,100
953,100
954,100
955,100
956,100
957,100
958,100
959,100
960,100
961,100
962,100
963,100
964,100
965,100
966,100
967,100
968,100
969,100
970,100
971,100
972,100
973,100
974,100
975,109
976,112
977,115
978,118
979,121
980,124
981,127
982,130
983,133
984,136
985,139
986,142
987,145
988,148
989,151
990,154
991,157
992,160
993,163
994,166
995,169
996,172
997,175
998,178
999,181
